,name,rating,date,one,two,three,four,five,tag,tag_name,region,region_name,era,is_made_in_china,log10_proportion
3169,捉贼记 To Catch a Thief(1955),7.2,1955-08-03,13.7,36.3,45.3,4.3,0.4,tag1,爱情,region1, 美国,Earlier,0.0,1.1367205671564067
3170,卡里加里博士的小屋 Das Cabinet des Dr. Caligari(1920),8.9,1920-02-26,54.7,37.3,7.3,0.5,0.3,tag1,悬疑,region1, 德国,Earlier,0.0,1.737987326333431
3171,雁南飞 Летят журавли(1957),8.8,1957-10-12,48.3,43.2,7.9,0.5,0.1,tag1,剧情,region1, 苏联,Earlier,0.0,1.6839471307515121
3172,M就是凶手 M - Eine Stadt sucht einen Mörder(1931),8.2,1931-05-11,33.7,47.9,16.2,1.7,0.5,tag1,剧情,region1, 德国,Earlier,0.0,1.5276299008713388
3173,发薪日 Pay Day(1922),8.8,1922-04-02,48.9,42.5,8.2,0.3,0.0,tag1,喜剧,region1, 美国,Earlier,0.0,1.6893088591236203
3174,桂河大桥 The Bridge on the River Kwai(1957),8.4,1957-10-02,36.1,49.9,12.7,1.0,0.3,tag1,剧情,region1, 英国 ,Earlier,0.0,1.557507201905658
3175,红气球 Le ballon rouge(1956),8.8,1956-10-15,50.8,39.8,8.7,0.6,0.1,tag1,短片,region1, 法国,Earlier,0.0,1.7058637122839193
3176,野良犬(1949),8.4,1949-10-17,33.7,52.7,12.5,0.8,0.4,tag1,剧情,region1, 日本,Earlier,0.0,1.5276299008713388
3177,七年之痒 The Seven Year Itch(1955),7.5,1955-06-03,16.2,45.4,34.7,3.2,0.5,tag1,喜剧,region1, 美国,Earlier,0.0,1.209515014542631
3178,第三人 The Third Man(1949),8.2,1949-09-03,31.5,49.8,16.9,1.4,0.4,tag1,悬疑,region1, 英国,Earlier,0.0,1.4983105537896004
3179,泥醉天使 醉いどれ天使(1948),8.1,1948-04-27,26.5,53.7,18.3,1.2,0.3,tag1,剧情,region1, 日本,Earlier,0.0,1.423245873936808
3180,十诫 The Ten Commandments(1956),8.3,1956-10-05,36.8,45.3,15.7,1.5,0.7,tag1,剧情,region1, 美国,Earlier,0.0,1.5658478186735176
3181,日出 Sunrise: A Song of Two Humans(1927),8.8,1927-11-04,51.0,39.2,8.7,0.9,0.3,tag1,剧情,region1, 美国,Earlier,0.0,1.7075701760979363
3182,晚春 晩春(1949),8.7,1949-09-13,45.1,45.2,8.3,0.7,0.7,tag1,剧情,region1, 日本,Earlier,0.0,1.6541765418779606
3183,正午 High Noon(1952),8.4,1952-07-07,35.1,50.3,13.3,1.1,0.2,tag1,剧情,region1, 美国,Earlier,0.0,1.545307116465824
3184,游戏规则 La Règle du jeu(1939),8.4,1939-07-08,38.2,44.9,14.9,1.6,0.4,tag1,剧情,region1, 法国,Earlier,0.0,1.5820633629117087
3185,煤气灯下 Gaslight(1944),8.4,1944-05-11,34.3,53.9,11.0,0.7,0.1,tag1,剧情,region1, 美国,Earlier,0.0,1.5352941200427705
3186,幻想曲 Fantasia(1940),8.9,1940-11-13,57.1,32.4,9.5,0.6,0.3,tag1,动画,region1, 美国,Earlier,0.0,1.7566361082458481
3187,浮云 浮雲(1955),8.6,1955-01-15,43.0,44.9,11.0,0.9,0.2,tag1,剧情,region1, 日本,Earlier,0.0,1.6334684555795864
3188,关山飞渡 Stagecoach(1939),8.4,1939-02-15,33.0,53.7,12.4,0.7,0.2,tag1,剧情,region1, 美国,Earlier,0.0,1.5185139398778875
3189,"诺斯费拉图 Nosferatu, eine Symphonie des Grauens(1922)",8.2,1922-03-04,30.6,50.8,16.8,1.5,0.4,tag1,恐怖,region1, 德国,Earlier,0.0,1.4857214264815801
3190,朱门巧妇 Cat on a Hot Tin Roof(1958),8.1,1958-09-20,27.0,51.6,19.4,1.6,0.4,tag1,剧情,region1, 美国,Earlier,0.0,1.4313637641589874
3191,上甘岭 上甘嶺(1956),8.4,1956-12-01,41.2,39.2,17.1,1.5,1.0,tag1,剧情,region1, 中国大陆,Earlier,1.0,1.6148972160331345
3192,持摄影机的人 Человек с Киноаппаратом(1929),9.1,1929-01-08,62.1,30.6,6.5,0.6,0.2,tag1,纪录片,region1, 苏联,Earlier,0.0,1.7930916001765802
3193,恐惧与欲望 Fear and Desire(1953),7.0,1953-04-01,14.5,28.4,49.9,6.3,0.8,tag1,剧情,region1, 美国,Earlier,0.0,1.1613680022349748
3194,茶花女 Camille(1936),8.3,1936-12-12,33.9,48.7,16.2,1.0,0.2,tag1,剧情,region1, 美国,Earlier,0.0,1.530199698203082
3195,七次机会 Seven Chances(1925),8.9,1925-03-11,53.8,39.4,6.2,0.5,0.2,tag1,喜剧,region1, 美国,Earlier,0.0,1.730782275666389
3196,战国英豪 隠し砦の三悪人(1958),8.4,1958-12-28,36.5,50.4,11.8,0.9,0.4,tag1,剧情,region1, 日本,Earlier,0.0,1.5622928644564746
3197,甜姐儿 Funny Face(1957),7.5,1957-02-13,19.7,40.6,35.4,3.8,0.4,tag1,喜剧,region1, 美国,Earlier,0.0,1.294466226161593
3198,凡尔杜先生 Monsieur Verdoux(1947),8.8,1947-04-11,49.9,40.6,8.5,0.6,0.4,tag1,剧情,region1, 美国,Earlier,0.0,1.69810054562339
3199,于洛先生的假期 Les vacances de Monsieur Hulot(1953),8.0,1953-02-25,27.1,48.8,21.6,2.0,0.4,tag1,喜剧,region1, 法国,Earlier,0.0,1.4329692908744058
3200,太太万岁 太太萬歲(1947),8.4,1947-12-01,34.3,54.1,10.8,0.6,0.1,tag1,喜剧,region1, 中国大陆,Earlier,1.0,1.5352941200427705
3201,一周 One Week(1920),9.2,1920-09-01,66.6,29.5,3.6,0.2,0.1,tag1,喜剧,region1, 美国,Earlier,0.0,1.823474229170301
3202,恶魔 Les Diaboliques(1955),8.4,1955-01-29,36.2,50.8,11.8,0.9,0.3,tag1,剧情,region1, 法国,Earlier,0.0,1.5587085705331658
3203,动物农场 Animal Farm(1954),8.5,1954-12-29,41.4,44.3,12.4,1.5,0.4,tag1,剧情,region1, 英国,Earlier,0.0,1.6170003411208989
3204,绅士爱美人 Gentlemen Prefer Blondes(1953),7.9,1953-07-01,24.8,48.3,24.4,2.2,0.3,tag1,剧情,region1, 美国,Earlier,0.0,1.3944516808262162
3205,三只小猪 Three Little Pigs(1933),7.8,1933-05-27,22.3,48.0,28.4,1.1,0.2,tag1,喜剧,region1, 美国,Earlier,0.0,1.3483048630481607
3206,士兵之歌 Баллада о солдате(1959),9.1,1959-12-01,61.9,32.0,5.6,0.4,0.1,tag1,剧情,region1, 苏联,Earlier,0.0,1.7916906490201179
3207,小公主 The Little Princess(1939),8.4,1939-03-10,35.9,49.4,13.9,0.7,0.1,tag1,剧情,region1, 美国,Earlier,0.0,1.5550944485783191
3208,"罗马，不设防的城市 Roma, città aperta(1945)",8.1,1945-09-24,24.8,55.5,18.6,1.0,0.2,tag1,剧情,region1, 意大利,Earlier,0.0,1.3944516808262162
3209,史密斯先生到华盛顿 Mr. Smith Goes to Washington(1939),8.6,1939-10-19,44.3,42.6,11.8,0.9,0.4,tag1,剧情,region1, 美国,Earlier,0.0,1.6464037262230695
3210,大地之歌 পথের পাঁচালী(1955),8.9,1955-08-26,55.2,37.0,6.9,0.6,0.2,tag1,剧情,region1, 印度,Earlier,0.0,1.741939077729199
3211,恐惧的代价 Le salaire de la peur(1953),8.6,1953-04-15,46.5,41.3,10.5,1.3,0.4,tag1,剧情,region1, 法国 ,Earlier,0.0,1.667452952889954
3212,浪荡儿 I vitelloni(1953),8.4,1953-08-26,35.0,51.9,12.0,0.8,0.3,tag1,剧情,region1, 意大利 ,Earlier,0.0,1.5440680443502757
3213,一封陌生女子的来信 Letter from an Unknown Woman(1948),8.0,1948-04-28,25.2,51.5,21.1,1.7,0.4,tag1,剧情,region1, 美国,Earlier,0.0,1.4014005407815442
3214,西鹤一代女 西鶴一代女(1952),8.3,1952-04-03,32.4,52.7,13.5,1.1,0.3,tag1,剧情,region1, 日本,Earlier,0.0,1.510545010206612
3215,一个国家的诞生 The Birth of a Nation(1915),7.9,1915-02-08,27.5,46.5,21.1,2.9,2.0,tag1,剧情,region1, 美国,Earlier,0.0,1.4393326938302626
3216,姿三四郎(1943),7.5,1943-03-25,16.4,44.2,36.5,2.3,0.6,tag1,剧情,region1, 日本,Earlier,0.0,1.2148438480476977
3217,死亡之夜 Dead of Night(1945),8.7,1945-09-04,48.3,41.4,9.1,0.7,0.6,tag1,悬疑,region1, 英国,Earlier,0.0,1.6839471307515121
3218,碧血金沙 The Treasure of the Sierra Madre(1948),8.6,1948-01-24,43.2,46.2,9.5,0.7,0.4,tag1,剧情,region1, 美国,Earlier,0.0,1.6354837468149122
3219,不良少女莫妮卡 Sommaren med Monika(1953),7.9,1953-02-09,20.9,55.0,22.4,1.4,0.3,tag1,剧情,region1, 瑞典,Earlier,0.0,1.320146286111054
3220,麦秋 麥秋(1951),8.7,1951-10-03,47.0,44.0,7.5,0.6,0.9,tag1,剧情,region1, 日本,Earlier,0.0,1.6720978579357175
3221,北方的纳努克 Nanook of the North(1922),8.5,1922-06-11,39.7,47.3,11.9,0.8,0.3,tag1,纪录片,region1, 美国 ,Earlier,0.0,1.5987905067631152
3222,仁心与冠冕 Kind Hearts and Coronets(1949),8.5,1949-06-23,36.3,51.2,11.6,0.7,0.2,tag1,喜剧,region1, 英国,Earlier,0.0,1.5599066250361124
3223,丑小鸭 Ugly Duckling(1939),8.2,1939-04-07,30.3,50.0,18.6,0.9,0.1,tag1,喜剧,region1, 美国,Earlier,0.0,1.481442628502305
3224,码头风云 On the Waterfront(1954),7.9,1954-06-22,21.4,52.9,23.9,1.6,0.3,tag1,剧情,region1, 美国,Earlier,0.0,1.3304137733491908
3225,圣诞前夜 The Night before Christmas(1941),9.5,1941-12-03,79.6,17.1,2.9,0.2,0.1,tag1,喜剧,region1, 美国,Earlier,0.0,1.900913067737669
3226,搜索者 The Searchers(1956),7.9,1956-05-26,23.1,49.9,24.2,2.2,0.5,tag1,剧情,region1, 美国,Earlier,0.0,1.3636119798921444
3227,失去的周末 The Lost Weekend(1945),7.8,1945-11-16,19.6,53.3,25.0,1.7,0.4,tag1,剧情,region1, 美国,Earlier,0.0,1.2922560713564761
3228,早安 お早よう(1959),8.7,1959-05-12,45.0,45.6,8.0,0.5,1.0,tag1,喜剧,region1, 日本,Earlier,0.0,1.6532125137753437
3229,海蒂 Heidi(1937),8.5,1937-10-15,40.9,45.8,12.5,0.7,0.1,tag1,剧情,region1, 美国,Earlier,0.0,1.6117233080073419
3230,列宁在一九一八 Ленин в 1918 году(1939),8.0,1939-04-07,36.5,35.8,22.4,3.3,2.1,tag1,剧情,region1, 苏联,Earlier,0.0,1.5622928644564746
3231,傲慢与偏见 Pride and Prejudice(1940),8.2,1940-07-26,34.0,45.9,18.0,1.8,0.3,tag1,剧情,region1, 美国,Earlier,0.0,1.5314789170422551
3232,上海小姐 The Lady from Shanghai(1947),8.0,1947-12-24,24.4,54.7,18.7,1.8,0.4,tag1,剧情,region1, 美国,Earlier,0.0,1.3873898263387294
3233,战争与和平 War and Peace(1956),7.6,1956-08-21,20.7,45.4,29.7,3.5,0.7,tag1,剧情,region1, 意大利 ,Earlier,0.0,1.3159703454569178
3234,从军记 Shoulder Arms(1918),8.9,1918-10-20,53.8,36.9,8.8,0.4,0.1,tag1,喜剧,region1, 美国,Earlier,0.0,1.730782275666389
3235,词语 Ordet(1955),8.3,1955-01-10,37.6,44.0,15.7,1.9,0.8,tag1,剧情,region1, 丹麦,Earlier,0.0,1.575187844927661
3236,红菱艳 The Red Shoes(1948),8.2,1948-09-06,30.9,50.9,16.7,1.2,0.3,tag1,剧情,region1, 英国,Earlier,0.0,1.4899584794248346
3237,列宁在十月 Ленин в Октябре(1937),8.1,1937-11-07,37.2,35.6,21.8,3.7,1.6,tag1,传记,region1, 苏联,Earlier,0.0,1.5705429398818975
3238,无因的反叛 Rebel Without a Cause(1955),8.0,1955-10-27,26.1,51.5,20.4,1.6,0.5,tag1,剧情,region1, 美国,Earlier,0.0,1.416640507338281
3239,哥斯拉 ゴジラ(1954),7.7,1954-11-03,22.0,44.8,29.3,3.1,0.9,tag1,剧情,region1, 日本,Earlier,0.0,1.3424226808222062
3240,风烛泪 Umberto D.(1952),8.6,1952-01-20,40.8,49.2,9.5,0.5,0.1,tag1,剧情,region1, 意大利,Earlier,0.0,1.61066016308988
3241,近松物语 近松物語(1954),8.3,1954-11-23,31.3,55.0,12.5,0.8,0.3,tag1,剧情,region1, 日本,Earlier,0.0,1.4955443375464486
3242,巴黎圣母院 Notre Dame de Paris(1956),8.1,1956-12-19,25.4,54.4,19.1,0.9,0.2,tag1,剧情,region1, 意大利 ,Earlier,0.0,1.404833716619938
3243,猎人之夜 The Night of the Hunter(1955),8.0,1955-09-29,26.9,48.1,22.0,2.4,0.6,tag1,惊悚,region1, 美国,Earlier,0.0,1.429752280002408
3244,深锁春光一院愁 All That Heaven Allows(1955),7.6,1955-08-25,15.8,50.4,30.6,2.7,0.6,tag1,剧情,region1, 美国,Earlier,0.0,1.1986570869544226
3245,舞台春秋 Limelight(1952),8.9,1952-10-16,55.9,34.8,8.2,0.9,0.3,tag1,剧情,region1, 美国,Earlier,0.0,1.7474118078864234
3246,"海底两万里 20,000 Leagues Under the Sea(1954)",7.6,1954-06-29,18.5,44.9,33.2,2.4,1.0,tag1,剧情,region1, 美国,Earlier,0.0,1.2671717284030137
3247,乌鸦与麻雀 烏鴉与麻雀(1949),8.7,1949-01-11,44.4,47.2,7.8,0.5,0.1,tag1,剧情,region1, 中国大陆,Earlier,1.0,1.6473829701146199
3248,青山翠谷 How Green Was My Valley(1941),8.3,1941-10-28,33.6,49.1,15.6,1.2,0.4,tag1,剧情,region1, 美国,Earlier,0.0,1.526339277389844
3249,科学怪人 Frankenstein(1931),7.5,1931-11-21,15.0,48.9,33.0,2.5,0.5,tag1,科幻,region1, 美国,Earlier,0.0,1.1760912590556813
3250,德意志零年 Germania anno zero(1948),8.4,1948-07-10,32.7,55.2,11.2,0.5,0.3,tag1,剧情,region1, 意大利 ,Earlier,0.0,1.5145477526602862
3251,畸形人 Freaks(1932),7.9,1932-02-20,24.2,49.7,23.6,2.0,0.5,tag1,剧情,region1, 美国,Earlier,0.0,1.3838153659804313
3252,最卑贱的人 Der letzte Mann(1924),8.7,1924-12-23,46.7,44.5,8.0,0.6,0.2,tag1,剧情,region1, 德国,Earlier,0.0,1.6693168805661123
3253,愤怒的葡萄 The Grapes of Wrath(1940),8.5,1940-03-15,39.0,48.0,11.9,0.7,0.4,tag1,剧情,region1, 美国,Earlier,0.0,1.591064607026499
3254,残花泪 Broken Blossoms or The Yellow Man and the Girl(1919),8.0,1919-05-13,28.5,46.2,22.6,2.1,0.7,tag1,剧情,region1, 美国,Earlier,0.0,1.4548448600085102
3255,马耳他之鹰 The Maltese Falcon(1941),7.5,1941-10-18,15.0,46.4,35.5,2.6,0.5,tag1,悬疑,region1, 美国,Earlier,0.0,1.1760912590556813
3256,"船长二世 Steamboat Bill, Jr.(1928)",8.6,1928-05-12,42.4,48.1,8.7,0.6,0.3,tag1,剧情,region1, 美国,Earlier,0.0,1.6273658565927327
3257,出水芙蓉 Bathing Beauty(1944),8.5,1944-06-27,40.4,45.1,13.6,0.8,0.1,tag1,喜剧,region1, 美国,Earlier,0.0,1.606381365110605
3258,王子复仇记 Hamlet(1948),8.3,1948-05-06,34.8,47.4,16.3,1.1,0.3,tag1,剧情,region1, 英国,Earlier,0.0,1.541579243946581
3259,天堂里的烦恼 Trouble in Paradise(1932),8.2,1932-10-21,28.3,52.5,18.1,0.6,0.5,tag1,喜剧,region1, 美国,Earlier,0.0,1.4517864355242902
3260,意志的胜利 Triumph des Willens(1935),8.5,1935-03-28,43.8,39.6,14.4,1.4,0.9,tag1,纪录片,region1, 德国,Earlier,0.0,1.6414741105040995
3261,桃色血案 Anatomy of a Murder(1959),8.2,1959-07-01,28.1,54.1,16.6,0.8,0.4,tag1,剧情,region1, 美国,Earlier,0.0,1.4487063199050798
3262,漩涡之外 Out of the Past(1947),8.2,1947-11-13,30.0,51.5,16.5,1.4,0.6,tag1,剧情,region1, 美国,Earlier,0.0,1.4771212547196624
3263,渔光曲 漁光曲(1934),7.8,1934-06-14,19.0,52.1,27.1,1.5,0.2,tag1,剧情,region1, 中国大陆,Earlier,1.0,1.2787536009528289
3264,女友礼拜五 His Girl Friday(1940),7.8,1940-01-18,21.4,49.9,25.5,2.6,0.5,tag1,剧情,region1, 美国,Earlier,0.0,1.3304137733491908
3265,上帝创造女人 Et Dieu... créa la femme(1956),7.1,1956-11-28,13.5,35.6,44.0,6.2,0.7,tag1,剧情,region1, 法国 ,Earlier,0.0,1.130333768495006
3266,稻草人 The Scarecrow(1920),9.2,1920-12-22,66.0,30.5,3.3,0.1,0.1,tag1,喜剧,region1, 美国,Earlier,0.0,1.8195439355418688
3267,安全至下 Safety Last!(1923),8.9,1923-04-01,52.8,39.3,7.1,0.7,0.2,tag1,喜剧,region1, 美国,Earlier,0.0,1.7226339225338123
3268,战地军魂 Stalag 17(1953),8.5,1953-05-29,37.5,50.1,11.6,0.6,0.2,tag1,剧情,region1, 美国,Earlier,0.0,1.5740312677277188
3269,黄金时代 The Best Years of Our Lives(1946),8.2,1946-11-21,30.0,52.7,15.7,1.0,0.5,tag1,剧情,region1, 美国,Earlier,0.0,1.4771212547196624
3270,勇敢的兔八哥 Bugs Bunny Gets the Boid(1942),8.8,1942-07-11,52.2,36.1,10.9,0.6,0.2,tag1,喜剧,region1, 美国,Earlier,0.0,1.717670503002262
3271,雨 Regen(1929),8.5,1929-12-14,40.6,47.1,11.6,0.6,0.2,tag1,纪录片,region1, 荷兰,Earlier,0.0,1.608526033577194
3272,房客 The Lodger(1927),7.7,1927-02-14,17.4,53.0,27.4,1.9,0.3,tag1,剧情,region1, 英国,Earlier,0.0,1.2405492482825997
3273,妮诺契卡 Ninotchka(1939),7.9,1939-10-06,22.8,51.3,22.9,2.4,0.6,tag1,喜剧,region1, 美国,Earlier,0.0,1.3579348470004537
3274,郎心似铁 A Place in the Sun(1951),7.6,1951-08-14,16.9,51.6,29.0,2.0,0.5,tag1,剧情,region1, 美国,Earlier,0.0,1.2278867046136734
3275,悲惨世界 Les misérables(1958),8.8,1958-03-12,51.6,38.5,9.2,0.6,0.2,tag1,剧情,region1, 法国 ,Earlier,0.0,1.7126497016272113
3276,待客之道 Our Hospitality(1923),8.6,1923-11-19,42.1,48.5,8.7,0.4,0.2,tag1,喜剧,region1, 美国,Earlier,0.0,1.6242820958356683
3277,新女性(1935),8.5,1935-02-03,36.9,50.7,11.6,0.7,0.1,tag1,剧情,region1, 中国大陆,Earlier,1.0,1.5670263661590604
3278,34街奇缘 Miracle on 34th Street(1947),8.0,1947-05-02,25.4,51.1,21.7,0.9,1.0,tag1,剧情,region1, 美国,Earlier,0.0,1.404833716619938
3279,简爱 Jane Eyre(1943),7.8,1943-12-24,22.0,49.2,26.8,1.8,0.2,tag1,剧情,region1, 美国,Earlier,0.0,1.3424226808222062
3280,荒漠怪客 Johnny Guitar(1954),7.8,1954-05-05,25.2,46.0,25.2,2.8,0.7,tag1,剧情,region1, 美国,Earlier,0.0,1.4014005407815442
3281,金刚 King Kong(1933),7.7,1933-04-07,19.3,49.8,28.1,2.3,0.5,tag1,动作,region1, 美国,Earlier,0.0,1.2855573090077739
3282,朗德海花园场景 Roundhay Garden Scene(1888),9.3,1888-10-14,75.7,15.6,7.5,0.6,0.6,tag1,短片,region1, 法国 ,Earlier,0.0,1.8790958795000727
3283,魂断蓝桥 Waterloo Bridge(1931),8.7,1931-09-01,47.1,43.1,9.3,0.5,0.1,tag1,剧情,region1, 美国,Earlier,0.0,1.6730209071288962
3284,楢山节考 楢山節考(1958),8.7,1958-06-01,47.2,42.4,9.4,0.8,0.3,tag1,剧情,region1, 日本,Earlier,0.0,1.6739419986340878
3285,邻居们 Neighbors(1920),8.7,1920-12-22,44.1,47.6,8.0,0.3,0.1,tag1,喜剧,region1, 美国,Earlier,0.0,1.6444385894678386
3286,浮草(1959),8.6,1959-11-17,43.1,45.4,9.9,0.6,1.0,tag1,剧情,region1, 日本,Earlier,0.0,1.6344772701607315
3287,东京暮色 東京暮色(1957),8.3,1957-04-30,33.2,51.0,13.7,0.8,1.3,tag1,剧情,region1, 日本,Earlier,0.0,1.5211380837040362
3288,婴儿的午餐 Repas de bébé(1895),8.2,1895-12-28,36.2,41.6,20.6,1.2,0.4,tag1,纪录片,region1, 法国,Earlier,0.0,1.5587085705331658
3289,野火(1959),8.1,1959-11-03,30.0,51.6,15.3,2.0,1.1,tag1,剧情,region1, 日本,Earlier,0.0,1.4771212547196624
3290,海的沉默 Le silence de la mer(1949),8.1,1949-04-22,28.0,50.7,18.9,2.0,0.4,tag1,剧情,region1, 法国,Earlier,0.0,1.4471580313422192
3291,火树银花 Meet Me in St. Louis(1944),7.4,1944-11-22,16.2,42.7,36.9,3.4,0.8,tag1,爱情,region1, 美国,Earlier,0.0,1.209515014542631
3292,大河之歌 অপরাজিত(1956),8.7,1956-10-11,45.7,45.5,8.0,0.6,0.2,tag1,剧情,region1, 印度,Earlier,0.0,1.6599162000698502
3293,流浪汉 The Tramp(1915),8.4,1915-04-12,37.9,43.8,16.9,1.2,0.2,tag1,喜剧,region1, 美国,Earlier,0.0,1.5786392099680724
3294,骗子 Il bidone(1955),8.1,1955-09-05,22.6,59.2,17.0,0.8,0.3,tag1,剧情,region1, 意大利 ,Earlier,0.0,1.354108439147401
3295,茶泡饭之味 お茶漬の味(1952),8.1,1952-10-01,28.0,53.3,16.6,0.9,1.3,tag1,剧情,region1, 日本,Earlier,0.0,1.4471580313422192
3296,你只活一次 You Only Live Once(1937),7.9,1937-01-29,19.8,57.5,20.8,1.2,0.7,tag1,剧情,region1, 美国,Earlier,0.0,1.2966651902615312
3297,愿嫁金龟婿 How to Marry a Millionaire(1953),7.3,1953-11-05,14.3,42.3,39.9,2.9,0.6,tag1,剧情,region1, 美国,Earlier,0.0,1.1553360374650619
3298,汉密尔顿夫人 That Hamilton Woman(1941),8.2,1941-04-30,29.9,49.5,19.3,1.1,0.2,tag1,剧情,region1, 英国,Earlier,0.0,1.4756711883244296
3299,月升中天 月は上りぬ(1955),8.1,1955-01-08,22.5,59.3,17.3,0.7,0.3,tag1,剧情,region1, 日本,Earlier,0.0,1.3521825181113625
3300,野性的女人 あらくれ(1957),8.1,1957-05-22,28.4,50.1,19.9,1.1,0.5,tag1,剧情,region1, 日本,Earlier,0.0,1.4533183400470377
3301,白酋长 Lo sceicco bianco(1952),7.3,1952-09-06,13.9,43.4,38.3,3.6,0.8,tag1,剧情,region1, 意大利,Earlier,0.0,1.1430148002540952
3302,罗马11时 Roma ore 11(1952),9.2,1952-02-27,64.6,31.0,3.8,0.5,0.2,tag1,剧情,region1, 意大利 ,Earlier,0.0,1.810232517995084
3303,汽船威利 Steamboat Willie(1928),8.7,1928-11-18,50.4,36.9,12.1,0.5,0.1,tag1,喜剧,region1, 美国,Earlier,0.0,1.7024305364455252
3304,航海家 The Navigator(1924),8.3,1924-10-13,32.1,51.5,15.3,0.7,0.4,tag1,喜剧,region1, 美国,Earlier,0.0,1.506505032404872
3305,金玉盟 An Affair to Remember(1957),8.2,1957-07-11,33.0,47.1,18.1,1.5,0.3,tag1,剧情,region1, 美国,Earlier,0.0,1.5185139398778875
3306,游览意大利 Viaggio in Italia(1954),7.8,1954-09-07,20.4,51.1,26.1,1.9,0.5,tag1,剧情,region1, 法国 ,Earlier,0.0,1.3096301674258988
3307,夜阑人未静 The Asphalt Jungle(1950),7.8,1950-06-01,18.0,55.6,24.3,1.7,0.4,tag1,剧情,region1, 美国,Earlier,0.0,1.255272505103306
3308,贼博士 The Ladykillers(1955),7.7,1955-12-01,16.0,55.9,26.0,1.9,0.2,tag1,喜剧,region1, 英国,Earlier,0.0,1.2041199826559248
3309,环游世界八十天 Around the World in Eighty Days(1956),7.5,1956-10-17,19.9,41.9,34.7,2.5,0.9,tag1,喜剧,region1, 美国,Earlier,0.0,1.2988530764097066
3310,邮差总按两次铃 The Postman Always Rings Twice(1946),7.3,1946-05-02,11.6,45.9,39.0,2.8,0.6,tag1,剧情,region1, 美国,Earlier,0.0,1.0644579892269184
3311,游龙戏凤 The Prince and the Showgirl(1957),7.2,1957-06-13,15.7,36.9,41.0,5.6,0.8,tag1,喜剧,region1, 英国 ,Earlier,0.0,1.1958996524092338
3312,驾车私奔记 A Jitney Elopement(1915),6.7,1915-04-01,16.0,19.1,52.1,12.1,0.7,tag1,喜剧,region1, 美国,Earlier,0.0,1.2041199826559248
3313,猫的协奏曲 The Cat Concerto(1947),9.3,1947-04-26,71.6,22.6,5.4,0.2,0.1,tag1,喜剧,region1, 美国,Earlier,0.0,1.8549130223078556
3314,男人的争斗 Du rififi chez les hommes(1955),8.5,1955-04-13,39.8,47.1,11.4,1.1,0.5,tag1,剧情,region1, 法国,Earlier,0.0,1.5998830720736879
3315,禁忌的游戏 Jeux interdits(1952),8.4,1952-05-09,39.0,44.9,14.6,1.2,0.3,tag1,剧情,region1, 法国,Earlier,0.0,1.591064607026499
3316,十字街头(1937),7.9,1937-04-15,20.3,54.1,23.9,1.3,0.3,tag1,剧情,region1, 中国大陆,Earlier,1.0,1.307496037913213
3317,欲海惊魂 Stage Fright(1950),7.6,1950-04-15,16.9,51.3,29.4,2.1,0.4,tag1,剧情,region1, 英国,Earlier,0.0,1.2278867046136734
3318,费城故事 The Philadelphia Story(1940),7.5,1940-12-05,16.8,44.7,34.6,3.4,0.5,tag1,喜剧,region1, 美国,Earlier,0.0,1.2253092817258628
3319,卓别林短片精选 The Chaplin Revue(1959),9.1,1959-09-01,63.0,31.1,5.2,0.4,0.2,tag1,喜剧,region1, 英国 ,Earlier,0.0,1.7993405494535817
3320,我出生了，但…… 大人の見る絵本 生れてはみたけれど(1932),8.8,1932-06-03,50.2,41.1,7.1,0.4,1.2,tag1,剧情,region1, 日本,Earlier,0.0,1.7007037171450194
3321,擦鞋童 Sciuscià(1946),8.5,1946-04-27,37.2,53.2,8.7,0.6,0.3,tag1,剧情,region1, 意大利,Earlier,0.0,1.5705429398818975
3322,战火 Paisà(1946),8.2,1946-09-18,28.7,53.4,16.1,1.3,0.5,tag1,剧情,region1, 意大利,Earlier,0.0,1.4578818967339924
3323,夜车 Pociąg(1959),8.2,1959-09-06,28.0,56.2,14.2,1.2,0.5,tag1,剧情,region1, 波兰,Earlier,0.0,1.4471580313422192
3324,山椒大夫(1954),8.1,1954-03-31,26.2,54.1,18.3,1.0,0.4,tag1,剧情,region1, 日本,Earlier,0.0,1.4183012913197455
3325,吸血鬼 Vampyr - Der Traum des Allan Grey(1932),7.8,1932-05-06,21.1,51.5,24.9,1.9,0.6,tag1,恐怖,region1, 德国 ,Earlier,0.0,1.3242824552976926
3326,黄昏之恋 Love in the Afternoon(1957),7.5,1957-06-30,21.0,41.4,32.0,4.8,0.8,tag1,剧情,region1, 美国,Earlier,0.0,1.3222192947339193
3327,育婴奇谭 Bringing Up Baby(1938),7.3,1938-02-18,17.7,40.3,32.4,7.4,2.2,tag1,喜剧,region1, 美国,Earlier,0.0,1.2479732663618066
3328,铁扇公主(1941),8.7,1941-01-01,48.0,40.0,10.9,0.8,0.3,tag1,剧情,region1, 中国大陆,Earlier,1.0,1.6812412373755872
3329,大树之歌 অপুর সংসার(1959),8.7,1959-05-01,44.9,45.6,8.4,0.8,0.3,tag1,剧情,region1, 印度,Earlier,0.0,1.6522463410033232
3330,花与树 Flowers and Trees(1932),8.1,1932-07-30,27.6,49.5,21.2,1.3,0.3,tag1,喜剧,region1, 美国,Earlier,0.0,1.4409090820652177
