,name,rating,date,one,two,three,four,five,tag,tag_name,region,region_name,era,is_made_in_china,log10_proportion
0,阿凡达：水之道 Avatar: The Way of Water(2022),8.0,2022-12-14,30.5,45.0,21.2,2.8,0.6,tag1,动作,region1, 美国,2020s,0.0,1.4842998393467859
1,阿凡达：水之道 Avatar: The Way of Water(2022),8.0,2022-12-14,30.5,45.0,21.2,2.8,0.6,tag1,动作,region1, 美国,2020s,0.0,1.4842998393467859
2,利刃出鞘2 Glass Onion: A Knives Out Mystery(2022),6.8,2022-09-10,8.4,33.8,46.9,9.2,1.6,tag1,剧情,region1, 美国,2020s,0.0,0.9242792860618817
3,万里归途(2022),7.4,2022-09-30,16.7,45.1,31.5,4.6,2.1,tag1,剧情,region1, 中国大陆,2020s,1.0,1.2227164711475833
4,伊尼舍林的报丧女妖 The Banshees of Inisherin(2022),7.8,2022-09-05,22.7,50.6,23.2,2.6,0.8,tag1,剧情,region1, 爱尔兰 ,2020s,0.0,1.3560258571931227
5,独行月球(2022),6.6,2022-07-29,10.4,30.4,43.5,12.4,3.3,tag1,喜剧,region1, 中国大陆,2020s,1.0,1.0170333392987803
6,你好，李焕英(2021),7.7,2021-02-12,23.5,45.0,27.1,3.5,0.9,tag1,剧情,region1, 中国大陆,2020s,1.0,1.3710678622717363
7,名侦探柯南：万圣节的新娘 名探偵コナン ハロウィンの花嫁(2022),7.4,2022-04-15,17.3,41.4,35.0,5.3,1.1,tag1,动作,region1, 日本,2020s,0.0,1.2380461031287955
8,分手的决心 헤어질 결심(2022),7.6,2022-05-23,19.3,47.4,29.0,3.5,0.8,tag1,剧情,region1, 韩国,2020s,0.0,1.2855573090077739
9,花束般的恋爱 花束みたいな恋をした(2021),8.6,2021-01-29,44.4,42.7,11.5,1.0,0.3,tag1,剧情,region1, 日本,2020s,0.0,1.6473829701146199
10,悲情三角 Triangle of Sadness(2022),7.5,2022-05-21,17.8,44.5,31.8,4.9,1.0,tag1,剧情,region1, 瑞典 ,2020s,0.0,1.250420002308894
11,扫黑行动(2022),4.6,2022-11-11,3.1,16.3,20.9,26.9,32.9,tag1,动作,region1, 中国大陆,2020s,1.0,0.4913616938342727
12,人生大事(2022),7.3,2022-06-24,14.5,43.7,35.7,5.0,1.0,tag1,剧情,region1, 中国大陆 ,2020s,1.0,1.1613680022349748
13,子弹列车 Bullet Train(2022),7.9,2022-08-03,24.9,47.6,23.9,3.0,0.7,tag1,喜剧,region1, 美国 ,2020s,0.0,1.3961993470957363
14,唐人街探案3(2021),5.3,2021-02-12,3.6,12.4,41.1,29.6,13.2,tag1,喜剧,region1, 中国大陆 ,2020s,1.0,0.5563025007672873
15,明日战记 明日戰記(2022),6.2,2022-08-05,8.7,21.6,46.3,18.8,4.7,tag1,动作,region1, 中国香港 ,2020s,1.0,0.9395192526186185
16,新神榜：杨戬(2022),7.0,2022-08-19,12.2,37.3,40.6,8.2,1.7,tag1,动作,region1, 中国大陆,2020s,1.0,1.0863598306747482
17,航海王：红发歌姬 ONE PIECE FILM RED(2022),7.1,2022-08-06,15.9,35.4,38.4,8.6,1.7,tag1,动作,region1, 日本,2020s,0.0,1.2013971243204515
18,心灵奇旅 Soul(2020),8.7,2020-10-11,48.6,38.5,11.9,0.8,0.2,tag1,动画,region1, 美国,2020s,0.0,1.6866362692622934
19,西线无战事 Im Westen nichts Neues(2022),8.5,2022-09-12,42.2,43.6,12.6,1.3,0.4,tag1,剧情,region1, 德国 ,2020s,0.0,1.6253124509616739
20,银河护卫队：圣诞特别篇 The Guardians of the Galaxy Holiday Special(2022),7.7,2022-11-25,24.2,41.3,29.7,3.8,0.9,tag1,喜剧,region1, 美国,2020s,0.0,1.3838153659804313
21,扬名立万(2021),7.4,2021-11-11,13.6,48.9,31.2,5.2,1.0,tag1,剧情,region1, 中国大陆,2020s,1.0,1.1335389083702174
22,坠落 Fall(2022),7.2,2022-08-12,11.5,42.7,40.5,4.6,0.7,tag1,动作,region1, 英国 ,2020s,0.0,1.0606978403536116
23,哥，你好(2022),4.9,2022-09-09,3.5,9.4,33.7,35.1,18.3,tag1,剧情,region1, 中国大陆,2020s,1.0,0.5440680443502757
24,长津湖(2021),7.4,2021-09-30,24.0,32.9,32.2,8.7,2.1,tag1,剧情,region1, 中国大陆 ,2020s,1.0,1.380211241711606
25,造梦之家 The Fabelmans(2022),7.6,2022-09-10,19.2,48.1,29.0,3.1,0.7,tag1,剧情,region1, 美国,2020s,0.0,1.2833012287035497
26,隐入尘烟(2022),8.5,2022-02-13,40.0,45.9,12.1,1.5,0.5,tag1,剧情,region1, 中国大陆,2020s,1.0,1.6020599913279623
27,瞬息全宇宙 Everything Everywhere All at Once(2022),7.6,2022-03-11,24.4,40.2,28.3,5.6,1.5,tag1,喜剧,region1, 美国,2020s,0.0,1.3873898263387294
28,黑亚当 Black Adam(2022),5.7,2022-10-19,2.9,13.8,53.2,25.5,4.6,tag1,动作,region1, 美国 ,2020s,0.0,0.4623979978989561
29,八佰(2020),7.5,2020-08-14,18.7,45.4,30.0,4.3,1.6,tag1,剧情,region1, 中国大陆,2020s,1.0,1.271841606536499
30,奇迹·笨小孩(2022),7.4,2022-02-01,17.0,43.4,32.8,4.9,1.8,tag1,剧情,region1, 中国大陆,2020s,1.0,1.2304489213782739
31,我和我的家乡(2020),7.0,2020-10-01,12.3,38.1,38.6,8.9,2.1,tag1,剧情,region1, 中国大陆,2020s,1.0,1.089905111439398
32,6/45 육사오(2022),7.6,2022-08-24,18.0,49.4,30.0,2.3,0.3,tag1,剧情,region1, 韩国,2020s,0.0,1.255272505103306
33,这个杀手不太冷静(2022),6.2,2022-02-01,3.7,23.3,53.6,16.2,3.3,tag1,喜剧,region1, 中国大陆,2020s,1.0,0.568201724066995
34,天才计划 Escape from Pretoria(2020),7.1,2020-03-06,7.9,42.7,44.9,4.1,0.4,tag1,剧情,region1, 英国 ,2020s,0.0,0.8976270912904415
35,悬崖之上(2021),7.6,2021-04-30,14.6,53.1,29.1,2.7,0.4,tag1,剧情,region1, 中国大陆 ,2020s,1.0,1.1643528557844371
36,失控玩家 Free Guy(2021),7.5,2021-08-10,15.3,48.4,32.2,3.6,0.5,tag1,喜剧,region1, 美国 ,2020s,0.0,1.1846914308175989
37,穿靴子的猫2 Puss in Boots: The Last Wish(2022),8.2,2022-12-07,30.0,50.3,18.4,0.9,0.4,tag1,喜剧,region1, 美国,2020s,0.0,1.4771212547196624
38,爱情神话(2021),8.1,2021-12-24,27.8,52.2,17.6,2.0,0.5,tag1,剧情,region1, 中国大陆,2020s,1.0,1.4440447959180762
39,送你一朵小红花(2020),7.2,2020-12-31,14.7,40.7,36.3,6.8,1.6,tag1,剧情,region1, 中国大陆,2020s,1.0,1.167317334748176
40,火山挚恋 Fire of Love(2022),9.0,2022-01-20,59.8,33.0,6.7,0.4,0.1,tag1,纪录片,region1, 加拿大 ,2020s,0.0,1.7767011839884108
41,坏蛋联盟 The Bad Guys(2022),7.3,2022-03-17,13.8,43.0,39.4,3.5,0.4,tag1,喜剧,region1, 美国,2020s,0.0,1.1398790864012365
42,晒后假日 Aftersun(2022),8.0,2022-05-21,27.0,50.4,19.8,2.2,0.5,tag1,剧情,region1, 英国 ,2020s,0.0,1.4313637641589874
43,小黄人大眼萌：神偷奶爸前传 Minions: The Rise of Gru(2022),7.1,2022-06-13,13.1,35.9,44.3,6.0,0.7,tag1,喜剧,region1, 美国,2020s,0.0,1.1172712956557642
44,沼泽深处的女孩 Where the Crawdads Sing(2022),7.7,2022-06-26,27.0,38.0,27.6,5.6,1.7,tag1,剧情,region1, 美国,2020s,0.0,1.4313637641589874
45,壮志凌云2：独行侠 Top Gun: Maverick(2022),8.0,2022-05-18,27.5,49.0,20.6,2.2,0.8,tag1,动作,region1, 美国 ,2020s,0.0,1.4393326938302626
46,沙丘 Dune(2021),7.7,2021-09-03,21.9,47.3,26.1,4.0,0.8,tag1,剧情,region1, 美国,2020s,0.0,1.3404441148401183
47,长津湖之水门桥(2022),7.2,2022-02-01,21.6,34.6,29.2,9.1,5.5,tag1,剧情,region1, 中国大陆 ,2020s,1.0,1.334453751150931
48,亲密 Close(2022),8.1,2022-05-26,29.1,50.5,18.7,1.4,0.3,tag1,剧情,region1, 比利时 ,2020s,0.0,1.4638929889859074
49,神奇动物：邓布利多之谜 Fantastic Beasts: The Secrets of Dumbledore(2022),5.9,2022-04-08,3.7,16.3,53.1,23.3,3.7,tag1,奇幻,region1, 英国 ,2020s,0.0,0.568201724066995
50,解放黑奴 Emancipation(2022),7.4,2022-12-02,15.9,43.4,35.6,4.0,1.1,tag1,动作,region1, 美国,2020s,0.0,1.2013971243204515
51,我记得 리멤버(2022),7.2,2022-10-26,13.2,39.8,41.9,4.5,0.6,tag1,动作,region1, 韩国,2020s,0.0,1.1205739312058498
52,暴力之夜 Violent Night(2022),6.1,2022-12-02,7.1,17.3,53.3,18.1,4.2,tag1,喜剧,region1, 美国,2020s,0.0,0.8512583487190752
53,她说 She Said(2022),7.8,2022-10-13,22.0,51.1,24.8,1.6,0.6,tag1,剧情,region1, 美国,2020s,0.0,1.3424226808222062
54,雷神4：爱与雷霆 Thor: Love and Thunder(2022),5.4,2022-07-06,3.2,11.6,44.9,32.0,8.3,tag1,喜剧,region1, 澳大利亚 ,2020s,0.0,0.505149978319906
55,雄狮少年(2021),8.3,2021-12-11,35.2,46.2,15.5,2.0,1.0,tag1,剧情,region1, 中国大陆,2020s,1.0,1.546542663478131
56,奇异博士2：疯狂多元宇宙 Doctor Strange in the Multiverse of Madness(2022),6.3,2022-05-04,5.7,24.9,50.8,15.9,2.7,tag1,动作,region1, 美国,2020s,0.0,0.7558748556724915
57,乐土 Joyland(2022),8.5,2022-05-23,36.7,51.2,10.6,1.1,0.4,tag1,剧情,region1, 巴基斯坦,2020s,0.0,1.5646660642520893
58,青春变形记 Turning Red(2022),8.2,2022-03-11,34.0,45.5,18.4,1.7,0.5,tag1,喜剧,region1, 美国,2020s,0.0,1.5314789170422551
59,信条 Tenet(2020),7.6,2020-08-26,21.5,43.9,29.1,4.5,1.0,tag1,剧情,region1, 美国 ,2020s,0.0,1.3324384599156054
60,侏罗纪世界3 Jurassic World: Dominion(2022),6.0,2022-06-01,4.6,19.4,52.8,19.5,3.7,tag1,动作,region1, 美国 ,2020s,0.0,0.6627578316815741
61,刺杀小说家(2021),6.5,2021-02-12,6.7,32.1,45.0,13.2,3.1,tag1,动作,region1, 中国大陆,2020s,1.0,0.8260748027008264
62,神探大战 神探大戰(2022),6.7,2022-07-08,6.2,35.4,47.7,9.1,1.5,tag1,动作,region1, 中国香港 ,2020s,1.0,0.7923916894982539
63,姜子牙(2020),6.6,2020-10-01,9.6,29.4,46.5,12.3,2.2,tag1,剧情,region1, 中国大陆,2020s,1.0,0.9822712330395684
64,拆弹专家2(2020),7.5,2020-12-24,13.5,50.4,31.8,3.7,0.5,tag1,动作,region1, 中国大陆 ,2020s,1.0,1.130333768495006
65,我和我的父辈(2021),6.5,2021-09-30,5.7,27.4,53.4,11.5,2.1,tag1,剧情,region1, 中国大陆,2020s,1.0,0.7558748556724915
66,夺冠(2020),7.1,2020-09-25,12.4,39.3,40.7,6.5,1.1,tag1,剧情,region1, 中国大陆 ,2020s,1.0,1.0934216851622351
67,蜘蛛侠：英雄无归 Spider-Man: No Way Home(2021),6.6,2021-12-15,9.9,29.3,45.0,13.7,2.2,tag1,动作,region1, 美国,2020s,0.0,0.9956351945975499
68,狙击手(2022),7.7,2022-02-01,16.9,55.3,24.0,3.2,0.5,tag1,剧情,region1, 中国大陆,2020s,1.0,1.2278867046136734
69,地狱犬 ヘルドッグス(2022),7.1,2022-09-16,13.0,37.4,41.6,5.9,2.1,tag1,剧情,region1, 日本,2020s,0.0,1.1139433523068367
70,误杀2(2021),5.7,2021-12-17,3.3,15.4,50.2,25.7,5.4,tag1,剧情,region1, 中国大陆,2020s,1.0,0.5185139398778874
71,波斯语课 Persischstunden(2020),8.1,2020-02-22,24.6,57.9,16.7,0.8,0.0,tag1,剧情,region1, 俄罗斯 ,2020s,0.0,1.390935107103379
72,狩猎 헌트(2022),7.7,2022-05-20,19.9,49.3,28.1,2.3,0.4,tag1,剧情,region1, 韩国,2020s,0.0,1.2988530764097066
73,我的姐姐(2021),6.9,2021-04-02,8.5,39.9,42.0,7.5,2.1,tag1,剧情,region1, 中国大陆,2020s,1.0,0.9294189257142927
74,福尔摩斯小姐：伦敦厄运 Enola Holmes 2(2022),6.5,2022-11-04,5.6,27.3,56.7,9.3,1.2,tag1,剧情,region1, 英国 ,2020s,0.0,0.7481880270062004
75,白蛇2：青蛇劫起(2021),6.8,2021-07-23,10.6,34.9,41.9,10.8,1.8,tag1,动画,region1, 中国大陆,2020s,1.0,1.0253058652647702
76,芬奇 Finch(2021),8.4,2021-11-05,39.2,45.2,14.2,1.1,0.3,tag1,剧情,region1, 美国,2020s,0.0,1.5932860670204574
77,"诗人 BARDO, False Chronicle of a Handful of Truths(2022)",7.4,2022-09-01,22.6,38.0,29.6,7.9,2.0,tag1,剧情,region1, 墨西哥,2020s,0.0,1.354108439147401
78,圣蛛 Les nuits de Mashhad(2022),7.3,2022-05-22,12.8,45.9,36.2,4.1,0.9,tag1,剧情,region1, 丹麦 ,2020s,0.0,1.1072099696478683
79,沐浴之王(2020),6.0,2020-12-11,3.8,18.5,53.4,20.4,4.0,tag1,喜剧,region1, 中国大陆,2020s,1.0,0.5797835966168101
80,囧妈(2020),5.9,2020-01-25,5.5,15.6,49.9,24.2,4.8,tag1,喜剧,region1, 中国大陆,2020s,1.0,0.7403626894942439
81,新蝙蝠侠 The Batman(2022),7.2,2022-03-01,12.5,44.3,36.6,5.7,0.9,tag1,剧情,region1, 美国,2020s,0.0,1.0969100130080565
82,珀尔 Pearl(2022),7.3,2022-09-03,14.2,43.0,37.0,4.8,1.1,tag1,恐怖,region1, 美国 ,2020s,0.0,1.1522883443830565
83,四海(2022),5.3,2022-02-01,4.1,14.8,37.7,31.3,12.1,tag1,喜剧,region1, 中国大陆,2020s,1.0,0.6127838567197355
84,一点就到家(2020),6.5,2020-10-04,6.1,30.2,50.0,11.9,1.8,tag1,剧情,region1, 中国大陆,2020s,1.0,0.785329835010767
85,断·桥(2022),6.1,2022-08-13,7.8,21.6,43.9,20.8,5.9,tag1,剧情,region1, 中国大陆,2020s,1.0,0.8920946026904804
86,塔楼上 탑(2022),7.5,2022-09-11,14.5,48.6,32.9,3.4,0.6,tag1,剧情,region1, 韩国,2020s,0.0,1.1613680022349748
87,塔尔 Tár(2022),7.4,2022-09-01,16.0,45.1,33.0,4.7,1.1,tag1,剧情,region1, 美国,2020s,0.0,1.2041199826559248
88,你的婚礼(2021),4.7,2021-04-30,2.2,7.2,32.1,38.0,20.5,tag1,爱情,region1, 中国大陆,2020s,1.0,0.3424226808222063
89,"祝你好运，里奥·格兰德 Good Luck to You, Leo Grande(2022)",8.2,2022-01-21,30.7,49.9,17.4,1.7,0.4,tag1,剧情,region1, 英国,2020s,0.0,1.4871383754771865
90,X特遣队：全员集结 The Suicide Squad(2021),8.0,2021-07-28,28.1,47.4,21.1,2.7,0.8,tag1,喜剧,region1, 美国 ,2020s,0.0,1.4487063199050798
91,危笑 Smile(2022),6.3,2022-09-22,6.4,23.0,52.0,15.7,2.9,tag1,恐怖,region1, 美国,2020s,0.0,0.8061799739838872
92,中国医生(2021),6.9,2021-07-09,16.1,31.4,36.2,11.9,4.4,tag1,剧情,region1, 中国大陆,2020s,1.0,1.2068258760318498
93,疯狂原始人2 The Croods: A New Age(2020),7.7,2020-11-25,20.9,46.1,29.7,3.0,0.3,tag1,喜剧,region1, 美国,2020s,0.0,1.320146286111054
94,共助2：国际 공조2:인터내셔날(2022),7.1,2022-09-07,12.3,37.3,44.7,5.0,0.7,tag1,动作,region1, 韩国,2020s,0.0,1.089905111439398
95,困在时间里的父亲 The Father(2020),8.6,2020-01-27,40.4,49.3,9.7,0.6,0.1,tag1,剧情,region1, 英国 ,2020s,0.0,1.606381365110605
96,怒火·重案 怒火(2021),7.2,2021-07-30,10.1,44.7,40.0,4.6,0.6,tag1,动作,region1, 中国香港 ,2020s,1.0,1.0043213737826426
97,妈妈！(2022),7.5,2022-08-19,18.7,43.6,32.1,4.8,0.8,tag1,剧情,region1, 中国大陆,2020s,1.0,1.271841606536499
98,温暖的抱抱(2020),5.2,2020-12-31,4.6,11.0,38.8,31.8,13.8,tag1,喜剧,region1, 中国大陆,2020s,1.0,0.6627578316815741
99,犯罪都市2 범죄도시2(2022),7.5,2022-05-18,16.9,46.5,33.6,2.6,0.4,tag1,动作,region1, 韩国,2020s,0.0,1.2278867046136734
100,速度与激情9 F9: The Fast Saga(2021),5.2,2021-05-19,2.0,9.2,43.1,36.1,9.7,tag1,动作,region1, 美国,2020s,0.0,0.3010299956639812
101,黑白魔女库伊拉 Cruella(2021),6.8,2021-05-28,7.4,35.3,49.4,7.1,0.7,tag1,喜剧,region1, 美国,2020s,0.0,0.8692317197309762
102,一场很（没）有必要的春晚(2022),7.7,2022-01-28,23.7,44.3,25.8,4.8,1.4,tag1,喜剧,region1, 加拿大,2020s,0.0,1.3747483460101038
103,金刚川(2020),6.5,2020-10-23,12.0,29.1,38.8,14.2,5.9,tag1,剧情,region1, 中国大陆,2020s,1.0,1.0791812460476249
104,有史以来最棒的啤酒运送 The Greatest Beer Run Ever(2022),7.8,2022-09-10,21.0,50.2,26.0,2.4,0.4,tag1,剧情,region1, 美国,2020s,0.0,1.3222192947339193
105,平凡英雄(2022),6.3,2022-09-30,9.4,24.6,43.7,15.5,6.8,tag1,剧情,region1, 中国大陆,2020s,1.0,0.9731278535996987
106,我的遗憾和你有关(2022),4.0,2022-11-04,12.0,4.9,7.0,22.5,53.5,tag1,剧情,region1, 中国大陆,2020s,1.0,1.0791812460476249
107,扫黑·决战(2021),6.0,2021-05-01,3.7,18.6,55.3,19.3,3.1,tag1,剧情,region1, 中国大陆,2020s,1.0,0.568201724066995
108,海的尽头是草原(2022),7.2,2022-08-13,15.5,39.3,35.5,7.8,2.0,tag1,剧情,region1, 中国大陆,2020s,1.0,1.1903316981702914
109,新神榜：哪吒重生(2021),6.8,2021-02-12,9.4,36.5,42.3,10.1,1.7,tag1,动作,region1, 中国大陆,2020s,1.0,0.9731278535996987
110,人潮汹涌(2021),6.5,2021-02-12,6.5,30.3,48.6,12.8,1.8,tag1,喜剧,region1, 中国大陆 ,2020s,1.0,0.8129133566428556
111,巴黎夜旅人 Les Passagers de la nuit(2022),8.1,2022-02-13,27.7,51.5,19.0,1.5,0.3,tag1,剧情,region1, 法国,2020s,0.0,1.4424797690644486
112,盛夏未来(2021),7.1,2021-07-30,10.5,44.5,36.6,6.7,1.7,tag1,剧情,region1, 中国大陆,2020s,1.0,1.021189299069938
113,小人物 Nobody(2021),7.8,2021-03-26,22.7,47.8,26.5,2.5,0.4,tag1,动作,region1, 美国 ,2020s,0.0,1.3560258571931227
114,黑豹2 Black Panther: Wakanda Forever(2022),6.3,2022-11-09,10.1,23.1,43.7,17.3,5.9,tag1,剧情,region1, 美国,2020s,0.0,1.0043213737826426
115,新·奥特曼 シン・ウルトラマン(2022),6.7,2022-05-13,11.4,30.6,43.1,13.2,1.7,tag1,科幻,region1, 日本,2020s,0.0,1.0569048513364727
116,咒术回战 0 劇場版 呪術廻戦 0(2021),8.2,2021-12-24,34.0,45.6,18.0,1.8,0.7,tag1,动画,region1, 日本,2020s,0.0,1.5314789170422551
117,李茂扮太子(2022),4.3,2022-01-01,1.0,4.1,26.3,43.6,25.0,tag1,喜剧,region1, 中国大陆,2020s,1.0,0.0
118,健听女孩 CODA(2021),8.6,2021-01-29,44.3,42.4,12.0,1.0,0.3,tag1,剧情,region1, 美国 ,2020s,0.0,1.6464037262230695
119,毒液2 Venom: Let There Be Carnage(2021),5.0,2021-10-01,1.3,5.8,44.5,39.7,8.7,tag1,动作,region1, 美国,2020s,0.0,0.11394335230683679
120,唬胆特工 The Man from Toronto(2022),6.4,2022-06-24,7.1,23.3,55.4,12.5,1.7,tag1,喜剧,region1, 美国,2020s,0.0,0.8512583487190752
121,魔法满屋 Encanto(2021),6.4,2021-11-24,5.8,25.8,54.5,12.5,1.4,tag1,动画,region1, 美国,2020s,0.0,0.7634279935629372
122,野蛮人 Barbarian(2022),6.8,2022-08-29,9.5,35.6,43.7,8.8,2.4,tag1,惊悚,region1, 美国,2020s,0.0,0.9777236052888477
123,007：无暇赴死 No Time to Die(2021),6.6,2021-09-30,6.4,29.8,53.0,9.9,0.9,tag1,动作,region1, 英国 ,2020s,0.0,0.8061799739838872
124,古董局中局(2021),5.9,2021-12-03,2.2,15.5,59.7,20.0,2.6,tag1,剧情,region1, 中国大陆 ,2020s,1.0,0.3424226808222063
125,套装 The Outfit(2022),7.9,2022-02-14,22.1,54.2,22.1,1.4,0.3,tag1,剧情,region1, 美国,2020s,0.0,1.3443922736851108
126,穿过寒冬拥抱你(2021),6.0,2021-12-31,11.1,19.0,37.3,22.8,9.8,tag1,剧情,region1, 中国大陆,2020s,1.0,1.0453229787866574
127,目中无人(2022),7.1,2022-06-03,9.3,41.8,43.0,5.3,0.5,tag1,动作,region1, 中国大陆,2020s,1.0,0.9684829485539351
128,侍神令(2021),5.3,2021-02-12,2.6,11.0,44.6,33.1,8.7,tag1,奇幻,region1, 中国大陆,2020s,1.0,0.414973347970818
129,花木兰 Mulan(2020),4.9,2020-09-04,4.1,7.8,32.5,37.7,17.9,tag1,动作,region1, 美国 ,2020s,0.0,0.6127838567197355
130,哥斯拉大战金刚 Godzilla vs Kong(2021),6.3,2021-03-24,4.3,23.4,55.4,14.6,2.2,tag1,动作,region1, 美国 ,2020s,0.0,0.6334684555795865
131,咒(2022),6.8,2022-03-18,14.2,34.2,36.4,9.8,5.4,tag1,恐怖,region1, 中国台湾,2020s,1.0,1.1522883443830565
132,地狱尖兵 Лучшие в аду(2022),8.1,2022-10-05,36.7,39.2,18.4,3.2,2.5,tag1,战争,region1, 俄罗斯,2020s,0.0,1.5646660642520893
133,神秘海域 Uncharted(2022),6.3,2022-02-18,4.8,23.8,54.2,15.4,1.9,tag1,动作,region1, 美国,2020s,0.0,0.6812412373755872
134,不 Nope(2022),6.8,2022-07-22,11.2,34.8,40.3,10.5,3.3,tag1,科幻,region1, 美国 ,2020s,0.0,1.0492180226701815
135,上帝的笔误 Los renglones torcidos de Dios(2022),7.7,2022-10-06,28.2,34.2,31.8,4.8,1.0,tag1,悬疑,region1, 西班牙,2020s,0.0,1.4502491083193612
136,梦乡 Slumberland(2022),7.5,2022-11-18,19.0,42.1,34.7,3.8,0.5,tag1,喜剧,region1, 美国,2020s,0.0,1.2787536009528289
137,我的非凡父母(2022),7.0,2022-04-26,11.7,37.2,40.1,9.7,1.2,tag1,剧情,region1, 中国香港 ,2020s,1.0,1.0681858617461617
138,奇异世界 Strange World(2022),6.3,2022-11-23,9.7,23.3,47.1,13.8,6.1,tag1,喜剧,region1, 美国,2020s,0.0,0.9867717342662449
139,外太空的莫扎特(2022),4.3,2022-07-15,3.0,6.3,24.9,35.1,30.8,tag1,喜剧,region1, 中国大陆,2020s,1.0,0.47712125471966244
140,天书奇谭(1983),9.2,2021-11-05,68.0,26.2,5.3,0.4,0.2,tag1,动画,region1, 中国大陆,2020s,1.0,1.8325089127062364
141,除暴(2020),6.1,2020-11-20,3.6,20.1,56.5,17.4,2.4,tag1,剧情,region1, 中国香港 ,2020s,1.0,0.5563025007672873
142,名侦探柯南：绯色的子弹 名探偵コナン 緋色の弾丸(2021),5.6,2021-04-16,3.2,11.3,51.4,28.6,5.4,tag1,动作,region1, 日本,2020s,0.0,0.505149978319906
143,五个扑水的少年(2021),7.2,2021-10-01,12.0,44.6,37.7,4.6,1.1,tag1,喜剧,region1, 中国大陆,2020s,1.0,1.0791812460476249
144,精灵旅社4：变身大冒险 Hotel Transylvania 4: Transformania(2022),6.3,2022-01-14,6.1,22.4,55.6,14.0,1.9,tag1,喜剧,region1, 美国,2020s,0.0,0.785329835010767
145,1921(2021),6.7,2021-06-11,11.8,30.0,41.9,12.9,3.5,tag1,剧情,region1, 中国大陆,2020s,1.0,1.0718820073061255
146,南山的部长们 남산의 부장들(2020),8.2,2020-01-22,27.5,53.9,17.3,1.0,0.2,tag1,剧情,region1, 韩国,2020s,0.0,1.4393326938302626
147,一秒钟(2020),7.7,2020-11-27,16.3,53.7,26.9,2.5,0.5,tag1,剧情,region1, 中国大陆,2020s,1.0,1.212187604403958
148,门锁(2021),4.3,2021-11-19,1.1,4.1,26.2,46.5,22.1,tag1,剧情,region1, 中国大陆,2020s,1.0,0.04139268515822508
149,黑寡妇 Black Widow(2021),6.2,2021-07-07,4.7,22.2,55.4,15.8,1.9,tag1,动作,region1, 美国,2020s,0.0,0.6720978579357175
150,讲究人(2022),4.0,2022-12-18,0.9,7.2,24.3,24.3,43.2,tag1,喜剧,region1, 中国大陆,2020s,1.0,-0.045757490560675115
151,摩加迪沙 모가디슈(2021),8.1,2021-07-28,28.2,51.3,18.7,1.4,0.4,tag1,剧情,region1, 韩国,2020s,0.0,1.4502491083193612
152,永恒族 Eternals(2021),5.8,2021-11-05,3.6,18.0,49.5,23.3,5.6,tag1,动作,region1, 美国,2020s,0.0,0.5563025007672873
153,哆啦A梦：伴我同行2 STAND BY ME ドラえもん2(2020),7.1,2020-11-20,13.7,36.6,42.0,6.6,1.1,tag1,剧情,region1, 日本,2020s,0.0,1.1367205671564067
154,蜡笔小新：好别致的影分身 クレヨンしんちゃん もののけニンジャ珍風伝(2022),8.5,2022-04-22,43.1,39.1,15.9,1.5,0.4,tag1,动画,region1, 日本,2020s,0.0,1.6344772701607315
155,神奇女侠1984 Wonder Woman 1984(2020),6.1,2020-12-18,5.3,20.7,49.6,20.9,3.4,tag1,动作,region1, 美国 ,2020s,0.0,0.724275869600789
156,第十一回(2019),7.2,2021-04-02,11.3,46.8,35.0,5.9,1.0,tag1,剧情,region1, 中国大陆,2020s,1.0,1.0530784434834197
157,酒精计划 Druk(2020),7.8,2020-09-12,22.3,50.1,25.3,1.9,0.3,tag1,剧情,region1, 丹麦 ,2020s,0.0,1.3483048630481607
158,尚气与十环传奇 Shang-Chi and the Legend of the Ten Rings(2021),6.0,2021-09-03,4.8,21.1,50.1,19.7,4.3,tag1,动作,region1, 美国 ,2020s,0.0,0.6812412373755872
159,反贪风暴5：最终章 G風暴(2021),4.6,2021-12-31,1.5,4.8,32.9,44.9,15.9,tag1,动作,region1, 中国香港 ,2020s,1.0,0.17609125905568124
160,夏日友晴天 Luca(2021),7.3,2021-06-18,12.9,43.4,40.8,2.7,0.1,tag1,喜剧,region1, 美国,2020s,0.0,1.110589710299249
161,坂本龙一特别线上钢琴独奏会2022 Ryuichi Sakamoto: Playing the Piano 2022(2022),9.9,2022-12-11,96.7,2.9,0.3,0.0,0.0,tag1,纪录片,region1, 日本,2020s,0.0,1.9854264740830017
162,智齿 智齒(2021),7.2,2021-03-03,9.2,48.1,37.5,4.6,0.6,tag1,悬疑,region1, 中国香港 ,2020s,1.0,0.9637878273455552
163,驾驶我的车 ドライブ・マイ・カー(2021),7.9,2021-07-11,24.7,48.2,23.6,2.8,0.7,tag1,剧情,region1, 日本,2020s,0.0,1.3926969532596658
164,秘密访客(2021),5.3,2021-05-01,1.8,11.3,45.8,33.6,7.5,tag1,悬疑,region1, 中国大陆,2020s,1.0,0.25527250510330607
165,还会与你相见3次 あと3回、君に会える(2020),7.7,2020-03-31,20.1,50.4,26.5,2.7,0.3,tag1,剧情,region1, 日本,2020s,0.0,1.3031960574204888
166,刻在你心底的名字(2020),7.4,2020-03-14,20.3,36.7,35.0,6.9,1.1,tag1,剧情,region1, 中国台湾,2020s,1.0,1.307496037913213
